X,Y,plate.w,,,
0.436743159,-3.528318614,-1.83E-06,,,
-0.401990362,-2.888325006,-2.67E-06,,,
-0.332840317,-2.934647127,-2.62E-06,,,
-0.263690273,-2.980969249,-2.57E-06,,,
-0.329658827,-2.823304359,-2.76E-06,,,
-0.260508782,-2.86962648,-2.71E-06,,,
-0.257327291,-2.758283711,-2.85E-06,,,
-0.45890822,-2.800171535,-2.77E-06,,,
-0.386576685,-2.735150888,-2.86E-06,,,
-0.515826079,-2.712018065,-2.86E-06,,,
-0.442208653,-2.60823707,-3.00E-06,,,
-0.31295926,-2.631369894,-3.00E-06,,,
-0.368591228,-2.504456076,-3.14E-06,,,
-0.050957651,-2.995136267,-2.57E-06,,,
-0.122929021,-3.027528184,-2.52E-06,,,
-0.047138812,-3.090223493,-2.44E-06,,,
-0.119110183,-3.12261541,-2.40E-06,,,
-0.194900392,-3.059920101,-2.48E-06,,,
-0.043319973,-3.185310719,-2.32E-06,,,
-0.119747531,-2.916185415,-2.67E-06,,,
-0.191718902,-2.948577332,-2.62E-06,,,
-0.188537411,-2.837234563,-2.76E-06,,,
0.193196327,-3.256830969,-2.22E-06,,,
0.112413061,-3.236452388,-2.25E-06,,,
0.18354399,-3.17212825,-2.33E-06,,,
0.102760724,-3.151749668,-2.36E-06,,,
0.173891653,-3.08742553,-2.44E-06,,,
0.031629795,-3.216073806,-2.28E-06,,,
0.023992117,-3.025899355,-2.53E-06,,,
0.027810956,-3.120986581,-2.41E-06,,,
0.098941885,-3.056662443,-2.49E-06,,,
0.379879289,-3.445014379,-1.95E-06,,,
0.460668991,-3.432675531,-1.95E-06,,,
0.541458693,-3.420336683,-1.95E-06,,,
0.403805121,-3.349371296,-2.07E-06,,,
0.484594823,-3.337032448,-2.07E-06,,,
0.427730953,-3.253728214,-2.19E-06,,,
0.277809427,-3.312265197,-2.14E-06,,,
0.328844358,-3.378639788,-2.04E-06,,,
0.35277019,-3.282996705,-2.17E-06,,,
0.26815709,-3.227562477,-2.25E-06,,,
0.343117853,-3.198293986,-2.28E-06,,,
0.258504753,-3.142859758,-2.36E-06,,,
1.247851942,-4.095019458,-8.54E-07,,,
1.346899445,-4.06212811,-8.55E-07,,,
1.445946947,-4.029236763,-8.52E-07,,,
1.266127244,-3.988276914,-9.79E-07,,,
1.365174747,-3.955385566,-9.78E-07,,,
1.284402546,-3.88153437,-1.10E-06,,,
1.190632353,-3.909143794,-1.11E-06,,,
1.172357051,-4.015886338,-9.81E-07,,,
1.09686216,-3.936753219,-1.11E-06,,,
1.022783683,-3.863954137,-1.23E-06,,,
1.116553876,-3.836344712,-1.23E-06,,,
1.210324069,-3.808735288,-1.23E-06,,,
1.042475399,-3.76354563,-1.35E-06,,,
1.136245592,-3.735936206,-1.35E-06,,,
1.062167115,-3.663137124,-1.47E-06,,,
0.973551389,-3.686121057,-1.48E-06,,,
0.953859673,-3.786529564,-1.35E-06,,,
0.884935662,-3.709104991,-1.48E-06,,,
1.559799254,-3.779255095,-1.10E-06,,,
1.468000351,-3.813348186,-1.11E-06,,,
1.548772552,-3.887199383,-9.76E-07,,,
1.456973649,-3.921292475,-9.78E-07,,,
1.376201449,-3.847441278,-1.11E-06,,,
1.53774585,-3.995143671,-8.51E-07,,,
-0.813880203,-1.838340058,-3.70E-06,,,
-0.900340034,-1.800260434,-3.70E-06,,,
-0.814441153,-1.742041543,-3.78E-06,,,
-0.900900984,-1.703961919,-3.78E-06,,,
-0.815002103,-1.645743028,-3.87E-06,,,
-0.986799865,-1.762180809,-3.69E-06,,,
-0.891978392,-1.597012524,-3.87E-06,,,
-0.977877273,-1.655231414,-3.78E-06,,,
-0.968954681,-1.548282019,-3.87E-06,,,
-1.022383126,-1.406355758,-3.95E-06,,,
-1.088733556,-1.354897851,-3.95E-06,,,
-0.998835283,-1.313160002,-4.03E-06,,,
-1.065185712,-1.261702094,-4.02E-06,,,
-0.975287439,-1.219964245,-4.10E-06,,,
-1.155083986,-1.303439944,-3.94E-06,,,
-1.109704353,-1.145839121,-4.07E-06,,,
-1.132394169,-1.224639532,-4.01E-06,,,
-1.042495896,-1.182901683,-4.09E-06,,,
-0.823308293,-1.402661973,-4.05E-06,,,
-0.897515852,-1.434958487,-3.99E-06,,,
-0.820539563,-1.483688991,-3.99E-06,,,
-0.894747122,-1.515985505,-3.93E-06,,,
-0.971723411,-1.467255001,-3.93E-06,,,
-0.817770833,-1.56471601,-3.93E-06,,,
-0.873968008,-1.34176273,-4.07E-06,,,
-0.948175567,-1.374059244,-4.01E-06,,,
-0.924627724,-1.280863488,-4.09E-06,,,
-0.678390327,-2.214329552,-3.38E-06,,,
-0.568639236,-2.241192457,-3.39E-06,,,
-0.458888144,-2.268055363,-3.39E-06,,,
-0.603304184,-2.131705562,-3.49E-06,,,
-0.493553093,-2.158568468,-3.49E-06,,,
-0.528218041,-2.049081572,-3.60E-06,,,
-0.623251778,-2.010933906,-3.61E-06,,,
-0.698337921,-2.093557896,-3.50E-06,,,
-0.718285516,-1.97278624,-3.61E-06,,,
-0.742351246,-1.871059443,-3.70E-06,,,
-0.647317508,-1.909207109,-3.70E-06,,,
-0.552283771,-1.947354776,-3.69E-06,,,
-0.671383238,-1.807480312,-3.78E-06,,,
-0.576349501,-1.845627979,-3.78E-06,,,
-0.600415231,-1.743901182,-3.86E-06,,,
-0.671944188,-1.711181797,-3.87E-06,,,
-0.742912196,-1.774760928,-3.78E-06,,,
-0.743473146,-1.678462412,-3.87E-06,,,
-0.247701368,-2.112668004,-3.59E-06,,,
-0.341206926,-2.091472527,-3.59E-06,,,
-0.306541978,-2.200959422,-3.49E-06,,,
-0.400047535,-2.179763945,-3.49E-06,,,
-0.434712484,-2.07027705,-3.60E-06,,,
-0.365382587,-2.28925084,-3.38E-06,,,
1.623204752,-4.063373006,-7.29E-07,,,
1.634231454,-3.955428718,-8.51E-07,,,
1.719690356,-4.023658052,-7.28E-07,,,
1.730717058,-3.915713764,-8.49E-07,,,
1.81617596,-3.983943099,-7.24E-07,,,
1.645258156,-3.847484429,-9.74E-07,,,
1.581431877,-4.403437629,-3.59E-07,,,
1.597999644,-4.290364625,-4.79E-07,,,
1.685847907,-4.364568288,-3.58E-07,,,
1.702415673,-4.251495284,-4.76E-07,,,
1.61456741,-4.177291622,-6.01E-07,,,
1.807538619,-4.097861715,-5.99E-07,,,
1.711053015,-4.137576668,-6.01E-07,,,
1.798901277,-4.211780331,-4.75E-07,,,
1.671533227,-4.484251638,-2.35E-07,,,
-0.971677104,0.240677558,-4.48E-06,,,
-1.08659633,0.205554015,-4.42E-06,,,
-0.977872541,0.143378747,-4.48E-06,,,
-1.092791768,0.108255204,-4.42E-06,,,
-1.201515557,0.170430472,-4.35E-06,,,
-0.984067978,0.046079936,-4.49E-06,,,
-1.350786608,-0.68739917,-4.13E-06,,,
-1.362359592,-0.608975645,-4.15E-06,,,
-1.261583585,-0.643314426,-4.21E-06,,,
-1.27315657,-0.564890901,-4.22E-06,,,
-1.172380563,-0.599229681,-4.28E-06,,,
-1.373932576,-0.53055212,-4.16E-06,,,
-1.295667636,-0.740673885,-4.15E-06,,,
-1.240548665,-0.7939486,-4.16E-06,,,
-1.206464614,-0.696589141,-4.22E-06,,,
-1.313298577,-0.446264934,-4.23E-06,,,
-1.21252257,-0.480603714,-4.29E-06,,,
-1.252664578,-0.361977747,-4.29E-06,,,
-1.101385063,-1.042518807,-4.13E-06,,,
-1.133958365,-0.970029307,-4.15E-06,,,
-1.025857317,-0.976261055,-4.21E-06,,,
-1.058430619,-0.903771554,-4.23E-06,,,
-0.950329571,-0.910003302,-4.29E-06,,,
-1.166531668,-0.897539807,-4.17E-06,,,
-1.034176606,-1.079581369,-4.15E-06,,,
-0.96696815,-1.116643931,-4.17E-06,,,
-0.95864886,-1.013323616,-4.23E-06,,,
-1.132447616,-0.800180348,-4.23E-06,,,
-1.024346568,-0.806412095,-4.29E-06,,,
-1.098363565,-0.702820888,-4.29E-06,,,
-1.090574355,-0.509530627,-4.36E-06,,,
-1.130716363,-0.390904659,-4.36E-06,,,
-1.008768148,-0.419831572,-4.43E-06,,,
-1.048910156,-0.301205605,-4.43E-06,,,
-0.926961941,-0.330132517,-4.49E-06,,,
-1.170858371,-0.272278692,-4.36E-06,,,
-0.969162924,-0.144190089,-4.49E-06,,,
-1.070010647,-0.208234391,-4.43E-06,,,
-0.948062432,-0.237161303,-4.49E-06,,,
-0.784004282,0.091767374,-4.58E-06,,,
-0.846561889,0.141404102,-4.55E-06,,,
-0.852757327,0.044105291,-4.55E-06,,,
-0.915314934,0.093742019,-4.52E-06,,,
-0.909119497,0.19104083,-4.52E-06,,,
-0.921510371,-0.003556792,-4.52E-06,,,
-0.899182036,-0.070381301,-4.53E-06,,,
-0.878081544,-0.163352515,-4.53E-06,,,
-0.856981052,-0.256323729,-4.53E-06,,,
-0.808100656,-0.089543728,-4.57E-06,,,
-0.787000164,-0.182514942,-4.58E-06,,,
-0.717019276,-0.108706154,-4.61E-06,,,
-0.761675947,0.024942864,-4.60E-06,,,
-0.830428991,-0.022719218,-4.56E-06,,,
-0.739347611,-0.041881645,-4.60E-06,,,
-1.826518568,2.272095276,-2.64E-06,,,
-1.790194899,2.342271031,-2.60E-06,,,
-1.723022097,2.255262408,-2.74E-06,,,
-1.686698428,2.325438163,-2.70E-06,,,
-1.619525626,2.23842954,-2.84E-06,,,
-1.75387123,2.412446786,-2.56E-06,,,
-1.82453344,2.171836482,-2.74E-06,,,
-1.822548312,2.071577688,-2.84E-06,,,
-1.721036969,2.155003614,-2.84E-06,,,
-1.592467872,2.111958298,-2.98E-06,,,
-1.693979215,2.028532372,-2.98E-06,,,
-1.565410118,1.985487056,-3.12E-06,,,
-1.74161984,2.512019023,-2.47E-06,,,
-1.716507999,2.603783993,-2.39E-06,,,
-1.662195648,2.524582637,-2.51E-06,,,
-1.637083807,2.616347608,-2.43E-06,,,
-1.582771456,2.537146251,-2.55E-06,,,
-1.691396158,2.695548964,-2.30E-06,,,
-1.595022846,2.437574014,-2.65E-06,,,
-1.674447038,2.4250104,-2.61E-06,,,
-1.607274236,2.338001777,-2.75E-06,,,
-1.534638167,2.876925527,-2.21E-06,,,
-1.590108038,2.818315514,-2.24E-06,,,
-1.64557791,2.7597055,-2.26E-06,,,
-1.489977439,2.803270694,-2.32E-06,,,
-1.545447311,2.744660681,-2.35E-06,,,
-1.445316712,2.729615861,-2.43E-06,,,
-1.536953208,2.601302788,-2.52E-06,,,
-1.591265559,2.680504144,-2.39E-06,,,
-1.49113496,2.665459325,-2.47E-06,,,
-1.339704057,3.194544289,-1.94E-06,,,
-1.413331475,3.160539666,-1.94E-06,,,
-1.486958892,3.126535044,-1.94E-06,,,
-1.335679218,3.094445208,-2.06E-06,,,
-1.409306635,3.060440585,-2.06E-06,,,
-1.331654378,2.994346126,-2.19E-06,,,
-1.496750722,2.965168949,-2.13E-06,,,
-1.491854807,3.045851996,-2.03E-06,,,
-1.41420255,2.979757538,-2.16E-06,,,
-1.452089995,2.891514116,-2.24E-06,,,
-1.407429267,2.817859283,-2.35E-06,,,
-1.369541822,2.906102705,-2.27E-06,,,
-1.071830112,3.571765963,-1.59E-06,,,
-1.158368777,3.543428276,-1.59E-06,,,
-1.244907441,3.515090589,-1.58E-06,,,
-1.08280786,3.477622955,-1.70E-06,,,
-1.169346525,3.449285268,-1.70E-06,,,
-1.093785608,3.383479947,-1.82E-06,,,
-1.260414468,3.324255563,-1.82E-06,,,
-1.252660954,3.419673076,-1.70E-06,,,
-1.177100038,3.353867755,-1.82E-06,,,
-1.141407023,3.145186075,-2.10E-06,,,
-1.125533218,3.224617366,-2.01E-06,,,
-1.208847648,3.195005174,-2.01E-06,,,
-1.192973843,3.274436464,-1.91E-06,,,
-1.109659413,3.304048657,-1.91E-06,,,
-1.276288273,3.244824272,-1.91E-06,,,
-1.204822808,3.094906092,-2.13E-06,,,
-1.272263433,3.144725191,-2.04E-06,,,
-1.268238593,3.044626109,-2.16E-06,,,
-0.745498105,3.926677832,-1.23E-06,,,
-0.840685726,3.906401328,-1.23E-06,,,
-0.935873347,3.886124824,-1.23E-06,,,
-0.771521864,3.828986649,-1.35E-06,,,
-0.866709485,3.808710145,-1.35E-06,,,
-0.797545623,3.731295466,-1.47E-06,,,
-0.97308345,3.687704469,-1.47E-06,,,
-0.954478399,3.786914646,-1.35E-06,,,
-0.885314537,3.709499967,-1.47E-06,,,
-0.818984373,3.638833826,-1.59E-06,,,
-0.906753287,3.617038328,-1.59E-06,,,
-0.9945222,3.595242829,-1.59E-06,,,
-0.840423123,3.546372186,-1.70E-06,,,
-0.928192037,3.524576688,-1.70E-06,,,
-0.861861873,3.453910547,-1.82E-06,,,
-1.016477696,3.406956814,-1.82E-06,,,
-1.005499948,3.501099821,-1.70E-06,,,
-0.939169785,3.43043368,-1.82E-06,,,
-0.623047431,4.037824761,-1.11E-06,,,
-0.590443241,4.140365095,-9.86E-07,,,
-0.526620516,4.051280506,-1.11E-06,,,
-0.494016325,4.15382084,-9.85E-07,,,
-0.430193601,4.064736251,-1.11E-06,,,
-0.55783905,4.242905429,-8.60E-07,,,
-0.462614579,3.968958725,-1.23E-06,,,
-0.559041495,3.955502979,-1.23E-06,,,
-0.65546841,3.942047234,-1.23E-06,,,
-0.495035558,3.873181198,-1.36E-06,,,
-0.591462474,3.859725453,-1.35E-06,,,
-0.527456537,3.777403672,-1.48E-06,,,
-0.707515927,3.746664868,-1.48E-06,,,
-0.681492169,3.844356051,-1.35E-06,,,
-0.617486232,3.76203427,-1.48E-06,,,
-1.40032898,0.57177944,-4.13E-06,,,
-1.40625735,0.493866068,-4.15E-06,,,
-1.41218572,0.415952695,-4.16E-06,,,
-1.309414738,0.534350023,-4.21E-06,,,
-1.315343108,0.456436651,-4.22E-06,,,
-1.218500495,0.496920606,-4.28E-06,,,
-1.34798787,0.335898758,-4.22E-06,,,
-1.283790021,0.255844821,-4.28E-06,,,
-1.251145258,0.376382714,-4.28E-06,,,
-1.053951568,0.326091908,-4.42E-06,,,
-1.168870794,0.290968364,-4.35E-06,,,
-1.136226032,0.411506257,-4.35E-06,,,
-1.528908761,0.807819901,-3.94E-06,,,
-1.488265459,0.878587185,-3.95E-06,,,
-1.435387867,0.794732269,-4.02E-06,,,
-1.394744565,0.865499553,-4.02E-06,,,
-1.341866974,0.781644637,-4.10E-06,,,
-1.447622157,0.949354469,-3.95E-06,,,
-1.44145114,0.66668745,-4.07E-06,,,
-1.48517995,0.737253676,-4.01E-06,,,
-1.391659057,0.724166044,-4.08E-06,,,
-1.350536897,0.629258033,-4.15E-06,,,
-1.259622655,0.591828616,-4.22E-06,,,
-1.300744814,0.686736627,-4.16E-06,,,
-1.406900612,1.429296509,-3.69E-06,,,
-1.473818509,1.355709995,-3.69E-06,,,
-1.540736406,1.282123481,-3.69E-06,,,
-1.369559938,1.333598966,-3.78E-06,,,
-1.436477835,1.260012452,-3.78E-06,,,
-1.332219264,1.237901423,-3.87E-06,,,
-1.444406253,1.101440065,-3.87E-06,,,
-1.49257133,1.191781773,-3.78E-06,,,
-1.388312758,1.169670744,-3.87E-06,,,
-1.258675439,0.999923393,-4.06E-06,,,
-1.283190047,1.079249403,-4.00E-06,,,
-1.339283542,1.011018724,-3.99E-06,,,
-1.36379815,1.090344734,-3.93E-06,,,
-1.307704656,1.158575413,-3.94E-06,,,
-1.419891645,1.022114055,-3.93E-06,,,
-1.286405951,0.927163807,-4.07E-06,,,
-1.367014054,0.938259138,-4.01E-06,,,
-1.314136462,0.854404222,-4.09E-06,,,
-1.367117356,1.586387326,-3.60E-06,,,
-1.398487716,1.697727913,-3.49E-06,,,
-1.289993427,1.6477806,-3.61E-06,,,
-1.321363787,1.759121188,-3.49E-06,,,
-1.212869498,1.709173874,-3.60E-06,,,
-1.429858076,1.809068501,-3.38E-06,,,
-1.192848956,1.610264352,-3.70E-06,,,
-1.269972885,1.548871077,-3.70E-06,,,
-1.347096814,1.487477803,-3.69E-06,,,
-1.172828414,1.511354829,-3.79E-06,,,
-1.249952343,1.449961555,-3.78E-06,,,
-1.152807871,1.412445306,-3.87E-06,,,
-1.272415466,1.296082717,-3.87E-06,,,
-1.30975614,1.39178026,-3.78E-06,,,
-1.212611669,1.354264012,-3.87E-06,,,
-0.866702486,0.500289794,-4.48E-06,,,
-0.983968489,0.499166732,-4.42E-06,,,
-0.901694025,0.413752382,-4.48E-06,,,
-1.018960028,0.41262932,-4.42E-06,,,
-1.101234492,0.498043669,-4.35E-06,,,
-0.936685564,0.32721497,-4.48E-06,,,
-1.444925353,1.923630169,-3.26E-06,,,
-1.471983107,2.050101411,-3.13E-06,,,
-1.351498341,1.988244524,-3.27E-06,,,
-1.378556095,2.114715766,-3.13E-06,,,
-1.25807133,2.052858879,-3.27E-06,,,
-1.499040861,2.176572653,-2.99E-06,,,
-1.243004053,1.938297211,-3.38E-06,,,
-1.336431064,1.873682856,-3.38E-06,,,
-1.227936775,1.823735543,-3.50E-06,,,
-1.125837537,1.757762143,-3.62E-06,,,
-1.140904815,1.872323811,-3.51E-06,,,
-1.038805577,1.806350411,-3.62E-06,,,
-1.053872854,1.920912079,-3.51E-06,,,
-0.951773616,1.854938679,-3.62E-06,,,
-1.155972092,1.986885479,-3.39E-06,,,
-0.310713988,4.364984122,-7.36E-07,,,
-0.41436325,4.353986087,-7.39E-07,,,
-0.350540526,4.264901498,-8.61E-07,,,
-0.454189788,4.253903464,-8.62E-07,,,
-0.518012513,4.342988053,-7.39E-07,,,
-0.390367063,4.164818874,-9.86E-07,,,
-0.333120994,4.071356112,-1.12E-06,,,
-0.293294457,4.171438735,-9.88E-07,,,
-0.236048388,4.077975972,-1.12E-06,,,
-0.196221851,4.178058596,-9.87E-07,,,
-0.138975782,4.084595833,-1.11E-06,,,
-0.253467919,4.271521359,-8.61E-07,,,
-0.611187255,4.637425366,-3.64E-07,,,
-0.541153289,4.546162615,-4.83E-07,,,
-0.651441498,4.530339068,-4.85E-07,,,
-0.721475463,4.621601819,-3.63E-07,,,
-0.581407532,4.439076317,-6.08E-07,,,
-0.47775827,4.450074351,-6.10E-07,,,
-0.374109007,4.461072386,-6.09E-07,,,
-0.437504026,4.557160649,-4.84E-07,,,
-0.681412175,4.736044817,-2.38E-07,,,
1.827321051,-3.659650062,-1.09E-06,,,
1.738147119,-3.699518406,-1.10E-06,,,
1.823606021,-3.767747741,-9.70E-07,,,
1.734432088,-3.807616085,-9.74E-07,,,
1.648973186,-3.739386751,-1.10E-06,,,
1.81989099,-3.87584542,-8.47E-07,,,
-0.076486834,-2.430850365,-3.25E-06,,,
-0.192398954,-2.413080996,-3.27E-06,,,
-0.136766986,-2.539994814,-3.12E-06,,,
-0.252679107,-2.522225445,-3.13E-06,,,
-0.308311075,-2.395311627,-3.27E-06,,,
-0.197047139,-2.649139263,-2.99E-06,,,
-0.249470466,-2.307020209,-3.38E-06,,,
-0.133558345,-2.324789578,-3.37E-06,,,
-0.190629857,-2.218728791,-3.48E-06,,,
0.818829249,-3.638611894,-1.59E-06,,,
0.907444976,-3.615627961,-1.59E-06,,,
0.996060702,-3.592644027,-1.59E-06,,,
0.841338562,-3.545134864,-1.70E-06,,,
0.929954289,-3.52215093,-1.70E-06,,,
0.863847876,-3.451657833,-1.82E-06,,,
0.775339438,-3.468985528,-1.82E-06,,,
0.752830125,-3.562462558,-1.71E-06,,,
0.686831001,-3.486313222,-1.83E-06,,,
0.678416673,-3.279096153,-2.10E-06,,,
0.651718636,-3.353944407,-2.01E-06,,,
0.740227074,-3.336616713,-2.01E-06,,,
0.713529037,-3.411464968,-1.92E-06,,,
0.6250206,-3.428792662,-1.92E-06,,,
0.802037475,-3.394137273,-1.91E-06,,,
0.594854766,-3.270640173,-2.13E-06,,,
0.56815673,-3.345488428,-2.04E-06,,,
0.51129286,-3.262184193,-2.17E-06,,,
0.011614709,-2.92024233,-2.66E-06,,,
0.086564477,-2.951005417,-2.62E-06,,,
0.161514245,-2.981768505,-2.58E-06,,,
0.074187068,-2.845348392,-2.76E-06,,,
0.149136836,-2.87611148,-2.71E-06,,,
0.136759427,-2.770454455,-2.85E-06,,,
-0.057175172,-2.841291478,-2.76E-06,,,
0.005397188,-2.766397541,-2.86E-06,,,
-0.125965052,-2.762340626,-2.86E-06,,,
-0.065684899,-2.653196177,-2.99E-06,,,
0.06567734,-2.657253092,-2.99E-06,,,
-0.005404747,-2.544051728,-3.12E-06,,,
0.375233833,-2.976778676,-2.56E-06,,,
0.308119773,-3.013660961,-2.52E-06,,,
0.392732873,-3.069095189,-2.44E-06,,,
0.325618813,-3.105977473,-2.40E-06,,,
0.241005713,-3.050543246,-2.48E-06,,,
0.410231913,-3.161411701,-2.32E-06,,,
0.295742364,-2.908003936,-2.66E-06,,,
0.228628305,-2.944886221,-2.62E-06,,,
0.216250896,-2.839229195,-2.76E-06,,,
0.655427726,-3.201719125,-2.21E-06,,,
0.571865819,-3.193263145,-2.24E-06,,,
0.632438778,-3.124342098,-2.32E-06,,,
0.548876872,-3.115886118,-2.35E-06,,,
0.609449831,-3.04696507,-2.42E-06,,,
0.488303912,-3.184807166,-2.27E-06,,,
0.531377831,-3.023569605,-2.47E-06,,,
0.470804872,-3.092490653,-2.39E-06,,,
0.453305832,-3.000174141,-2.52E-06,,,
1.297254215,-3.779488375,-1.23E-06,,,
1.389053117,-3.745395284,-1.23E-06,,,
1.480852019,-3.711302192,-1.22E-06,,,
1.310105883,-3.677442381,-1.35E-06,,,
1.401904785,-3.643349289,-1.35E-06,,,
1.322957551,-3.575396387,-1.47E-06,,,
1.236027406,-3.604643299,-1.48E-06,,,
1.223175738,-3.706689293,-1.35E-06,,,
1.14909726,-3.633890211,-1.48E-06,,,
1.075413559,-3.566520793,-1.59E-06,,,
1.162343704,-3.537273881,-1.59E-06,,,
1.249273849,-3.508026969,-1.59E-06,,,
1.088660002,-3.469904463,-1.71E-06,,,
1.175590148,-3.44065755,-1.71E-06,,,
1.101906446,-3.373288132,-1.83E-06,,,
0.943200732,-3.4255346,-1.83E-06,,,
1.009307146,-3.496027697,-1.71E-06,,,
1.022553589,-3.399411366,-1.83E-06,,,
1.566574699,-3.67633881,-1.22E-06,,,
1.655748632,-3.636470466,-1.22E-06,,,
1.744922564,-3.596602122,-1.22E-06,,,
1.573350145,-3.573422526,-1.34E-06,,,
1.662524077,-3.533554182,-1.34E-06,,,
1.580125591,-3.470506241,-1.47E-06,,,
1.494402911,-3.505469623,-1.47E-06,,,
1.487627465,-3.608385907,-1.35E-06,,,
1.408680231,-3.540433005,-1.47E-06,,,
-0.599565427,-1.649166709,-3.94E-06,,,
-0.671094384,-1.616447324,-3.95E-06,,,
-0.598715622,-1.554432236,-4.02E-06,,,
-0.67024458,-1.521712851,-4.02E-06,,,
-0.597865818,-1.459697763,-4.09E-06,,,
-0.742623341,-1.58372794,-3.95E-06,,,
-0.748160801,-1.421673903,-4.07E-06,,,
-0.745392071,-1.502700921,-4.01E-06,,,
-0.67301331,-1.440685833,-4.08E-06,,,
-0.770657035,-1.322279299,-4.13E-06,,,
-0.821316751,-1.261380056,-4.15E-06,,,
-0.718005777,-1.241896625,-4.20E-06,,,
-0.768665493,-1.180997383,-4.22E-06,,,
-0.66535452,-1.161513952,-4.27E-06,,,
-0.871976466,-1.200480814,-4.16E-06,,,
-0.695509543,-1.341291229,-4.15E-06,,,
-0.620362052,-1.360303159,-4.16E-06,,,
-0.642858286,-1.260908555,-4.22E-06,,,
-0.863657176,-1.097160499,-4.23E-06,,,
-0.760346203,-1.077677068,-4.29E-06,,,
-0.855337887,-0.993840185,-4.29E-06,,,
-0.275301167,-2.017942139,-3.68E-06,,,
-0.368806725,-1.996746662,-3.68E-06,,,
-0.302900966,-1.923216274,-3.77E-06,,,
-0.396406524,-1.902020797,-3.77E-06,,,
-0.330500766,-1.828490409,-3.85E-06,,,
-0.462312283,-1.975551185,-3.69E-06,,,
-0.420472254,-1.800294,-3.86E-06,,,
-0.486378013,-1.873824388,-3.78E-06,,,
-0.510443743,-1.772097591,-3.86E-06,,,
-0.40612472,-1.585294921,-4.05E-06,,,
-0.470888224,-1.638163675,-3.99E-06,,,
-0.380916735,-1.666360084,-3.99E-06,,,
-0.445680239,-1.719228837,-3.93E-06,,,
-0.535651727,-1.691032428,-3.93E-06,,,
-0.35570875,-1.747425247,-3.92E-06,,,
-0.470038419,-1.543429202,-4.07E-06,,,
-0.534801923,-1.596297955,-4.01E-06,,,
-0.533952119,-1.501563482,-4.08E-06,,,
-0.094300412,-1.904009606,-3.81E-06,,,
-0.173033863,-1.87883654,-3.83E-06,,,
-0.145434064,-1.973562405,-3.74E-06,,,
-0.224167515,-1.94838934,-3.75E-06,,,
-0.251767314,-1.853663475,-3.84E-06,,,
-0.196567716,-2.043115205,-3.66E-06,,,
0.058010185,-2.137267922,-3.58E-06,,,
-0.043893666,-2.129067949,-3.58E-06,,,
0.013177845,-2.235128736,-3.47E-06,,,
-0.088726006,-2.226928764,-3.48E-06,,,
-0.145797517,-2.120867977,-3.59E-06,,,
-0.031654494,-2.33298955,-3.37E-06,,,
-0.043530213,-1.981762378,-3.73E-06,,,
-0.094663865,-2.051315177,-3.66E-06,,,
0.007239986,-2.05951515,-3.66E-06,,,
1.909508855,-3.937689566,-7.26E-07,,,
1.913223885,-3.829591887,-8.47E-07,,,
2.002841749,-3.891436033,-7.24E-07,,,
2.00655678,-3.783338354,-8.44E-07,,,
2.096174644,-3.8451825,-7.20E-07,,,
1.916938915,-3.721494208,-9.69E-07,,,
2.084093474,-3.522239974,-1.09E-06,,,
1.998502666,-3.568043337,-1.09E-06,,,
2.08812053,-3.629887483,-9.64E-07,,,
2.002529723,-3.675690845,-9.68E-07,,,
1.912911859,-3.6138467,-1.10E-06,,,
2.092147587,-3.737534991,-8.41E-07,,,
1.891637645,-4.279548102,-3.57E-07,,,
1.900274987,-4.165629486,-4.76E-07,,,
1.993011355,-4.233397256,-3.56E-07,,,
2.001648696,-4.11947864,-4.74E-07,,,
1.908912328,-4.05171087,-5.98E-07,,,
2.095578118,-3.959203804,-5.95E-07,,,
2.002245223,-4.005457337,-5.98E-07,,,
2.094981591,-4.073225108,-4.73E-07,,,
1.987241059,-4.353701913,-2.33E-07,,,
-0.705021867,0.287191756,-4.60E-06,,,
-0.758915406,0.358224435,-4.56E-06,,,
-0.793906946,0.271687024,-4.56E-06,,,
-0.847800485,0.342719703,-4.52E-06,,,
-0.812808946,0.429257115,-4.52E-06,,,
-0.882792025,0.256182291,-4.52E-06,,,
-0.75767681,0.156908835,-4.59E-06,,,
-0.820234418,0.206545563,-4.56E-06,,,
-0.731349338,0.222050295,-4.59E-06,,,
-0.624405132,0.478401514,-4.59E-06,,,
-0.705170917,0.485697607,-4.56E-06,,,
-0.651277377,0.414664928,-4.59E-06,,,
-0.732043161,0.421961021,-4.56E-06,,,
-0.785936701,0.492993701,-4.52E-06,,,
-0.678149622,0.350928342,-4.60E-06,,,
-0.891935685,-0.804983463,-4.36E-06,,,
-0.965952682,-0.701392256,-4.37E-06,,,
-0.833541799,-0.699963624,-4.43E-06,,,
-0.907558796,-0.596372417,-4.43E-06,,,
-0.775147913,-0.594943785,-4.49E-06,,,
-1.03996968,-0.597801049,-4.36E-06,,,
-0.876357265,-0.41840294,-4.50E-06,,,
-0.958163472,-0.508101994,-4.43E-06,,,
-0.825752589,-0.506673362,-4.50E-06,,,
-0.577421821,-0.839689471,-4.48E-06,,,
-0.701724404,-0.863127415,-4.42E-06,,,
-0.60673272,-0.946964298,-4.41E-06,,,
-0.731035304,-0.970402242,-4.36E-06,,,
-0.826026987,-0.886565358,-4.36E-06,,,
-0.63604362,-1.054239125,-4.35E-06,,,
