X,Y,phi
0.729462812,14.98225746,3.02E-20
0.547825339,14.98999291,0
0.364923708,14.62804833,1.27E-04
0.425890918,14.74869652,1.04E-04
0.486858129,14.86934472,6.17E-05
0.243282472,14.75203222,6.86E-05
0.30382128,14.8738004,4.39E-05
0.364360088,14.99556858,1.83E-21
0.121641236,14.87601611,2.61E-05
0.181751641,14.99890428,1.19E-20
9.18E-16,15,0
14.55456137,0.233707752,1.04E-04
14.49950291,0.116853876,6.08E-05
14.44444444,0,0
14.68468809,0.116853876,4.35E-05
14.62962963,0,1.62E-21
14.81481481,0,1.17E-20
14.56425146,0.508898794,1.79E-04
14.69104243,0.574654827,1.48E-04
14.51888309,0.66723596,2.25E-04
14.45112775,0.361248941,1.66E-04
14.29263567,0.371936254,1.98E-04
14.13414359,0.382623566,2.26E-04
14.39606929,0.244395065,1.31E-04
14.23757721,0.255082378,1.53E-04
14.34101083,0.127541189,7.74E-05
14.40575938,0.519586107,2.24E-04
14.36039101,0.677923272,2.78E-04
14.2472673,0.530273419,2.64E-04
14.05239203,0.255082378,1.70E-04
13.97064046,0.127541189,9.44E-05
13.88888889,0,0
14.15582564,0.127541189,8.59E-05
14.07407407,0,3.39E-21
14.25925926,0,2.90E-20
14.48446851,1.187377351,3.01E-04
14.47899162,1.006475238,2.88E-04
14.64114814,1.096260571,2.14E-04
14.1042556,1.189531744,4.56E-04
14.22734197,1.068212205,3.95E-04
14.35042835,0.946892665,3.33E-04
14.23281887,1.249114317,4.17E-04
14.35590524,1.127794778,3.53E-04
14.36138214,1.308696891,3.67E-04
14.04865826,0.528126863,3.00E-04
14.16178197,0.675776716,3.30E-04
14.27490567,0.823426569,3.36E-04
13.96317292,0.673630161,3.69E-04
14.07629663,0.821280013,3.91E-04
13.87768759,0.819133458,4.33E-04
14.02873293,1.066065649,4.58E-04
13.95321026,0.942599553,4.51E-04
14.1518193,0.944746109,3.98E-04
13.60300797,0.424595972,3.02E-04
13.51311643,0.283063981,2.21E-04
13.42322488,0.141531991,1.21E-04
13.33333333,0,0
13.69830161,0.283063981,2.12E-04
13.60841007,0.141531991,1.16E-04
13.51851852,0,4.17E-21
13.79359525,0.141531991,1.11E-04
13.7037037,0,4.03E-20
13.87534682,0.269073179,1.92E-04
13.95709839,0.396614368,2.54E-04
13.78005318,0.41060517,2.79E-04
13.78612771,0.687620962,4.04E-04
13.69456784,0.556108467,3.60E-04
13.87161305,0.542117665,3.32E-04
14.08803292,1.323211719,4.79E-04
14.21659619,1.382794292,4.36E-04
14.34515946,1.442376865,3.82E-04
14.07181025,1.456891693,4.98E-04
14.20037352,1.516474266,4.52E-04
14.05558757,1.590571668,5.15E-04
14.47206887,1.535020838,3.18E-04
14.61209196,1.625783531,2.32E-04
14.45419233,1.701762213,3.28E-04
14.18249698,1.683215641,4.67E-04
